3,1,514.77,420.83,481.18,276.58,1,-1,-1,-1
3,2,640.83,205.02,159.27,152.88,1,-1,-1,-1
3,3,458.63,213.65,174.15,154.67,1,-1,-1,-1
4,1,468.18,413.34,471.06,270.60,1,-1,-1,-1
4,2,640.36,205.46,158.85,152.47,1,-1,-1,-1
4,3,458.98,213.72,173.95,154.44,1,-1,-1,-1
5,1,421.89,407.18,461.33,265.04,1,-1,-1,-1
5,2,640.82,206.00,158.47,152.01,1,-1,-1,-1
5,3,459.31,214.00,173.78,154.20,1,-1,-1,-1
6,1,375.47,402.10,448.94,257.63,1,-1,-1,-1
6,2,641.30,206.82,157.96,151.40,1,-1,-1,-1
6,3,458.93,213.94,173.75,154.09,1,-1,-1,-1
7,1,330.67,397.96,439.41,251.62,1,-1,-1,-1
7,2,641.45,207.20,157.74,151.05,1,-1,-1,-1
7,3,459.13,213.64,173.85,154.12,1,-1,-1,-1
8,1,284.70,393.53,431.33,246.36,1,-1,-1,-1
8,2,641.79,207.46,157.23,150.42,1,-1,-1,-1
8,3,459.21,213.07,174.05,154.16,1,-1,-1,-1
9,1,240.63,389.58,427.93,243.98,1,-1,-1,-1
9,2,642.08,207.67,156.84,149.87,1,-1,-1,-1
9,3,459.32,213.35,173.92,153.77,1,-1,-1,-1
10,1,194.41,387.14,421.16,238.87,1,-1,-1,-1
10,2,641.89,207.92,156.84,149.65,1,-1,-1,-1
10,3,458.80,213.84,174.06,153.62,1,-1,-1,-1
11,1,146.93,382.53,416.63,235.25,1,-1,-1,-1
11,2,642.07,207.77,157.07,149.77,1,-1,-1,-1
11,3,458.71,213.07,174.69,154.17,1,-1,-1,-1
12,1,100.48,378.47,411.56,231.42,1,-1,-1,-1
12,2,642.11,207.30,157.28,149.97,1,-1,-1,-1
12,3,458.78,213.31,174.67,154.07,1,-1,-1,-1
13,1,54.30,373.84,408.43,228.89,1,-1,-1,-1
13,2,641.98,206.81,157.73,150.45,1,-1,-1,-1
13,3,458.77,213.54,174.68,153.98,1,-1,-1,-1
14,1,12.04,372.40,402.63,225.05,1,-1,-1,-1
14,2,641.93,206.99,157.64,150.45,1,-1,-1,-1
14,3,458.66,214.98,173.54,152.81,1,-1,-1,-1
15,1,-16.88,372.40,397.53,223.28,1,-1,-1,-1
15,2,642.10,207.32,157.44,150.38,1,-1,-1,-1
15,3,458.80,215.94,173.32,152.44,1,-1,-1,-1
16,1,-40.20,371.88,387.02,220.76,1,-1,-1,-1
16,2,642.20,207.53,157.25,150.25,1,-1,-1,-1
16,3,458.31,216.44,173.55,152.41,1,-1,-1,-1
17,1,-57.92,371.56,369.85,216.27,1,-1,-1,-1
17,2,641.86,207.89,157.36,150.27,1,-1,-1,-1
17,3,457.76,216.53,173.78,152.37,1,-1,-1,-1
18,1,-72.06,370.53,351.48,212.67,1,-1,-1,-1
18,2,642.16,207.90,157.07,150.04,1,-1,-1,-1
18,3,457.25,216.50,174.12,152.44,1,-1,-1,-1
19,1,-86.63,370.53,332.71,210.83,1,-1,-1,-1
19,2,642.07,208.07,157.18,150.09,1,-1,-1,-1
19,3,457.54,216.78,173.75,151.92,1,-1,-1,-1
19,4,1762.61,579.34,144.00,256.61,1,-1,-1,-1
20,1,-95.98,370.62,307.39,206.03,1,-1,-1,-1
20,2,642.02,208.12,157.32,150.13,1,-1,-1,-1
20,3,457.10,215.95,174.76,152.75,1,-1,-1,-1
20,4,1752.83,565.51,148.84,262.51,1,-1,-1,-1
21,1,-127.92,368.68,301.86,202.33,1,-1,-1,-1
21,2,642.70,208.40,156.37,149.15,1,-1,-1,-1
21,3,457.33,215.86,174.80,152.76,1,-1,-1,-1
21,4,1747.17,556.84,149.99,264.55,1,-1,-1,-1
22,2,642.62,208.23,156.51,149.22,1,-1,-1,-1
22,3,457.31,215.56,175.40,153.27,1,-1,-1,-1
23,2,642.59,207.66,156.98,149.69,1,-1,-1,-1
23,3,457.63,214.96,175.81,153.78,1,-1,-1,-1
24,2,642.26,207.13,157.58,150.27,1,-1,-1,-1
24,3,457.58,214.38,176.44,154.46,1,-1,-1,-1
25,2,642.29,206.85,157.86,150.51,1,-1,-1,-1
25,3,457.86,213.98,176.60,154.67,1,-1,-1,-1
25,6,634.23,120.07,113.49,103.24,1,-1,-1,-1
26,2,642.41,207.26,157.64,150.24,1,-1,-1,-1
26,3,457.95,214.32,176.68,154.79,1,-1,-1,-1
26,6,632.27,122.30,113.38,103.11,1,-1,-1,-1
27,2,642.50,207.87,157.56,150.03,1,-1,-1,-1
27,3,458.07,214.85,176.45,154.65,1,-1,-1,-1
27,6,630.66,123.51,113.61,103.31,1,-1,-1,-1
27,7,1633.56,472.80,264.48,316.38,1,-1,-1,-1
28,2,642.60,208.35,157.51,149.82,1,-1,-1,-1
28,3,458.14,215.14,176.30,154.56,1,-1,-1,-1
28,7,1624.87,457.14,259.30,306.83,1,-1,-1,-1
29,2,642.71,208.77,157.44,149.63,1,-1,-1,-1
29,3,458.29,215.94,175.41,153.78,1,-1,-1,-1
29,7,1615.71,443.96,256.43,298.15,1,-1,-1,-1
30,2,642.63,208.77,157.60,149.65,1,-1,-1,-1
30,3,458.55,216.19,174.88,153.26,1,-1,-1,-1
30,7,1605.64,430.55,256.85,291.47,1,-1,-1,-1
31,2,641.85,208.93,157.52,149.36,1,-1,-1,-1
31,3,458.43,216.34,174.24,152.58,1,-1,-1,-1
31,7,1593.17,415.50,258.90,285.37,1,-1,-1,-1
32,2,641.57,208.87,157.64,149.31,1,-1,-1,-1
32,3,458.30,216.19,174.30,152.58,1,-1,-1,-1
32,7,1575.69,401.91,258.46,276.46,1,-1,-1,-1
33,2,641.62,209.08,157.38,148.80,1,-1,-1,-1
33,3,458.39,216.45,173.87,152.05,1,-1,-1,-1
33,7,1553.29,390.31,258.67,268.89,1,-1,-1,-1
34,2,641.48,208.83,157.82,148.92,1,-1,-1,-1
34,3,458.52,216.00,173.92,151.95,1,-1,-1,-1
34,7,1528.52,376.36,260.09,263.74,1,-1,-1,-1
35,2,641.16,208.59,158.33,149.12,1,-1,-1,-1
35,3,458.15,215.66,174.38,152.22,1,-1,-1,-1
35,7,1505.19,362.73,259.78,257.15,1,-1,-1,-1
36,2,641.15,208.59,158.40,148.93,1,-1,-1,-1
36,3,457.83,215.84,174.36,152.07,1,-1,-1,-1
36,7,1483.13,351.68,256.27,247.93,1,-1,-1,-1
37,2,641.09,208.66,158.39,148.67,1,-1,-1,-1
37,3,458.13,216.14,174.02,151.56,1,-1,-1,-1
37,7,1460.53,341.77,254.05,240.55,1,-1,-1,-1
38,2,641.21,208.94,158.31,148.34,1,-1,-1,-1
38,3,458.43,216.30,173.91,151.27,1,-1,-1,-1
38,7,1439.57,332.27,252.40,234.62,1,-1,-1,-1
39,2,641.39,208.94,158.46,148.31,1,-1,-1,-1
39,3,458.63,216.40,174.00,151.18,1,-1,-1,-1
39,7,1418.19,321.61,248.41,227.34,1,-1,-1,-1
40,2,641.33,209.03,158.66,148.37,1,-1,-1,-1
40,3,458.52,216.40,174.24,151.23,1,-1,-1,-1
40,7,1397.79,312.14,244.60,220.80,1,-1,-1,-1
41,2,641.02,208.85,159.07,148.65,1,-1,-1,-1
41,3,458.14,215.60,175.42,152.17,1,-1,-1,-1
41,7,1377.93,303.85,241.44,215.19,1,-1,-1,-1
42,2,641.29,209.02,158.67,148.12,1,-1,-1,-1
42,3,458.58,215.86,175.07,151.69,1,-1,-1,-1
42,7,1360.69,296.30,235.37,207.44,1,-1,-1,-1
43,2,641.38,209.02,158.82,148.11,1,-1,-1,-1
43,3,458.58,215.96,175.22,151.67,1,-1,-1,-1
43,7,1345.92,288.02,229.78,200.33,1,-1,-1,-1
44,2,641.80,209.07,158.81,148.02,1,-1,-1,-1
44,3,458.21,215.96,175.62,151.96,1,-1,-1,-1
44,7,1331.14,280.18,225.52,194.91,1,-1,-1,-1
45,2,641.78,209.02,159.12,148.25,1,-1,-1,-1
45,3,457.66,215.72,176.03,152.31,1,-1,-1,-1
45,7,1318.46,272.55,218.98,187.78,1,-1,-1,-1
46,2,641.43,209.13,159.40,148.47,1,-1,-1,-1
46,3,457.18,215.90,176.21,152.45,1,-1,-1,-1
46,7,1302.23,264.94,215.13,183.04,1,-1,-1,-1
47,2,641.33,209.38,159.29,148.38,1,-1,-1,-1
47,3,457.05,216.15,176.19,152.40,1,-1,-1,-1
47,7,1287.72,258.13,210.54,177.93,1,-1,-1,-1
48,2,641.76,209.51,159.12,148.27,1,-1,-1,-1
48,3,457.06,216.30,176.10,152.30,1,-1,-1,-1
48,7,1275.05,252.25,205.99,173.26,1,-1,-1,-1
49,2,641.70,209.33,159.23,148.44,1,-1,-1,-1
49,3,457.03,216.20,176.11,152.29,1,-1,-1,-1
49,7,1261.10,246.74,201.49,168.75,1,-1,-1,-1
50,2,641.68,209.21,159.35,148.60,1,-1,-1,-1
50,3,456.86,216.28,176.10,152.26,1,-1,-1,-1
50,7,1250.11,240.65,196.36,163.80,1,-1,-1,-1
51,2,642.11,209.33,159.55,148.91,1,-1,-1,-1
51,3,456.85,216.19,176.31,152.50,1,-1,-1,-1
51,7,1237.35,231.62,196.37,163.82,1,-1,-1,-1
52,2,642.42,209.40,159.54,149.03,1,-1,-1,-1
52,3,457.03,216.23,176.19,152.44,1,-1,-1,-1
52,7,1226.02,226.20,192.22,160.13,1,-1,-1,-1
53,2,642.79,209.36,159.71,149.33,1,-1,-1,-1
53,3,457.43,215.60,176.78,153.11,1,-1,-1,-1
53,7,1214.60,220.16,189.55,158.11,1,-1,-1,-1
54,2,642.97,209.41,159.57,149.31,1,-1,-1,-1
54,3,457.68,215.05,177.22,153.65,1,-1,-1,-1
54,7,1204.73,214.23,185.54,154.81,1,-1,-1,-1
55,2,643.02,209.37,159.45,149.25,1,-1,-1,-1
55,3,457.74,215.06,177.02,153.53,1,-1,-1,-1
